index,page_id,system_dicision,crowd_dicision,correct,text,attribute,system_out,crowd_out
0,252336,0,0,0,['ヘラブナ'],別名,0.16666666666666666,0.0
1,687963,0,1,1,['ジュンサイ'],植物,0.5,1.0
2,951230,0,1,0,['漁業'],産業,0.16666666666666666,0.7
3,443223,1,1,1,"['カルデラ', '湖']",種類,0.8333333333333334,0.9
4,143182,0,1,0,"['ゆ', 'ー', 'ぷる']",観光地,0.16666666666666666,0.8
5,2392372,0,0,0,"['六', '角川']",流入・流出河川,0.16666666666666666,0.5
6,1054775,1,1,1,['アメリカ合衆国'],国,0.8333333333333334,1.0
7,54796,0,0,0,"['ヴォルガ', '川']",流入・流出河川,0.5,0.5
8,1772665,0,0,0,"['Salvelinus', '▁', 'boganidae']",別名,0.16666666666666666,0.1
9,196428,1,1,1,['コイ'],動物,0.6666666666666666,0.7
10,666291,1,1,1,"['カルデラ', '湖']",種類,0.8333333333333334,1.0
11,2978850,0,1,0,"['ワイオミング', '州']",所在地,0.3333333333333333,0.6
12,196428,0,1,0,"['およそ', '2', '万', '年', '前', '、', '海面', 'が', '著しく', '低下', 'し', 'て', 'い', 'た', '際', 'に', '形成', 'さ', 'れ', 'た', '下総台地', 'の', '侵食', '谷', 'が', '起源', 'で', '、', '縄文', '海', '進', '時', 'に', 'は', '地盤', '沈降', 'により', '溺れ谷', 'と', 'なり', '香取', '海', '（', '古', '鬼怒', '湾', '）', 'と', '呼ば', 'れ', 'た', '海', 'の', '一部', 'で', 'あっ', 'た', '。', '奈良', '時代', '頃', 'に', 'は', '香取', '海', 'の', '海', '退', 'とともに', '、', '鬼怒川', 'から', '洪水', 'によって', '運搬', 'さ', 'れ', 'た', '土砂', 'が', '沼', 'へ', '向っ', 'て', '流れ込む', 'など', 'し', 'て', '（', '三角州', 'の', '形成', 'が', '認め', 'られる', '）', '、', '次第に', '出口', 'が', 'せき止め', 'られ', '沼', 'が', '形成', 'さ', 'れ', 'た']",成因,0.16666666666666666,0.8
13,2493111,0,0,1,"['浅間', '川']",流入・流出河川,0.3333333333333333,0.4
14,2040069,1,1,1,"['マカリカリ', '塩', '湖']",別名,0.6666666666666666,1.0
15,2354120,1,1,1,"['163', '▁', 'km', '3']",貯水量,0.8333333333333334,1.0
16,2978850,0,0,0,"['自然', '橋']",橋・トンネル,0.16666666666666666,0.5
17,512545,0,0,1,['桜川'],流入・流出河川,0.5,0.5
18,679269,1,1,1,['淡水'],水質（淡水・汽水）,0.8333333333333334,1.0
19,196428,0,0,0,"['11', '.', '011', '.', '010', '.', '012', '.', '010', '.', '09', '.', '59', '.', '18', '.', '69', '.', '48', '.', '18', '.', '6118', '.', '58', '.', '68', '.', '91111', '北', '印旛沼', '中央', '9', '.', '510', '.', '012', '.', '011', '.', '010', '.', '09', '.', '48', '.', '89', '.', '09', '.', '49', '.', '89', '.', '211']",透明度,0.16666666666666666,0.1
20,536433,1,1,1,['人造湖'],種類,0.8333333333333334,1.0
21,951230,0,0,0,"['黄', '緑藻類']",動物,0.16666666666666666,0.3
22,145876,0,0,0,"['約', '2', '万', '年', '前']",形成時期,0.3333333333333333,0.2
23,666291,0,0,0,['ᠲᠠᠮᡠᠨᠣᠮᠣ'],動物,0.16666666666666666,0.0
24,3260984,0,1,0,"['カイロ', 'の', '南西', '80', 'km', '付近']",所在地,0.3333333333333333,1.0
25,1114951,0,0,0,['鹿'],別名,0.16666666666666666,0.0
26,951230,0,0,0,"['生態', '系']",動物,0.16666666666666666,0.0
27,2978850,0,0,0,"['水力', '発電']",産業,0.3333333333333333,0.5
28,530799,0,0,0,['タモロコ'],別名,0.16666666666666666,0.1
29,1427572,1,1,1,['沼'],種類,0.8333333333333334,1.0
30,2978850,0,0,0,['カワホトトギスガイ'],動物,0.16666666666666666,0.3
31,2267968,0,1,1,"['久美', 'の', '浜', '温泉']",観光地,0.5,1.0
32,2159741,0,0,0,"['北緯', '28', '度', '56', '分']",島,0.16666666666666666,0.5
33,54796,0,1,0,['ロシア'],国,0.16666666666666666,0.7
34,530799,0,1,0,['アベマキ'],植物,0.5,0.9
35,3415799,0,1,0,"['フレーザー', '川']",流入・流出河川,0.3333333333333333,0.8
36,192531,0,1,0,['エルジシュ'],湖岸の地域区分,0.16666666666666666,0.7
37,881742,0,0,0,"['ミジンコ', '類']",別名,0.16666666666666666,0.1
38,2354120,0,1,0,"['淡海', '耕地', '整理', '組合', 'により', '赤坂', '川', '上流', 'の', '窪地', 'に', '堰堤', 'を', '着手', '、', '大正', '12', '年', 'に', '1923', '年', 'に', '完成', 'し', 'た']",成因,0.16666666666666666,1.0
39,54796,0,0,0,['中央アジア'],所在地,0.16666666666666666,0.3
40,2384665,0,1,0,['昭和'],形成時期,0.16666666666666666,0.9
41,2267968,0,0,0,['小'],橋・トンネル,0.16666666666666666,0.1
42,344043,0,1,1,"['焼岳', 'が', '1915', '年', 'に', '噴火', 'し', '、', '泥', '流', 'によって', '梓川', 'が', '堰き', '止め', 'られ', 'て', '形成', 'さ', 'れ', 'た']",成因,0.16666666666666666,1.0
43,141263,0,1,0,['シジミ'],動物,0.16666666666666666,0.6
44,252336,1,1,1,"['多々良', '川']",流入・流出河川,0.8333333333333334,0.8
45,512545,0,0,0,"['東経', '140', '度', '27', '分', '35', '秒']",幅,0.16666666666666666,0.3
46,1054775,0,0,0,['クサリカワカマス'],別名,0.16666666666666666,0.1
47,196428,0,1,1,"['西部', '調節', '池']",構成する湖沼,0.3333333333333333,0.8
48,666576,0,0,0,['トモエガモ'],別名,0.16666666666666666,0.0
49,312243,0,1,0,['イストルミラマ'],湖岸の地域区分,0.16666666666666666,0.6
50,951230,0,0,0,['オーストラリア'],国,0.3333333333333333,0.0
51,951230,0,1,0,"['津堅島', '、', '久高島', 'を', '含む', 'サンゴ礁', 'によって', '囲ま', 'れ', 'た', '中城湾', 'の', '北部']",所在地,0.16666666666666666,0.9
52,143182,0,1,1,['観光'],産業,0.16666666666666666,1.0
53,141263,0,1,0,['貝'],動物,0.3333333333333333,0.7
54,183867,1,1,1,['ヒメマス'],動物,0.6666666666666666,0.9
55,2978850,0,1,0,"['リーズフェリー', '小', '地区']",湖岸の地域区分,0.16666666666666666,0.7
56,1570369,0,0,0,['ジブラルタル'],別名,0.16666666666666666,0.0
57,1054775,0,0,0,"['South', '▁', 'Pond']",別名,0.16666666666666666,0.2
58,1054775,0,1,1,"['ウェブスター', '湖']",別名,0.5,1.0
59,3249598,0,0,0,['ヒシクイ'],別名,0.16666666666666666,0.0
60,192531,0,1,1,"['430', 'キロメートル']",周囲長,0.5,1.0
61,1250740,0,0,0,"['ジャンボ', 'スズキ']",別名,0.16666666666666666,0.2
62,192531,0,1,0,"['12', ',', '500', '▁', 'km', '2']",面積,0.16666666666666666,1.0
63,192531,0,0,0,"['1', '▁', '岸']",湖岸の地域区分,0.16666666666666666,0.1
64,97785,0,1,0,['淡水'],水質（淡水・汽水）,0.16666666666666666,1.0
65,1014896,0,1,1,['池'],種類,0.5,1.0
66,2032404,0,1,0,"['アスファルト', '湖']",種類,0.16666666666666666,1.0
67,54796,0,1,0,"['カスピ', 'の', '名', 'は', '古代', 'に', '南西', '岸', 'に', 'い', 'た', 'カス', '族', 'あるいは', 'カスピ', '族', 'に', '由来', 'する']",名前の謂れ,0.16666666666666666,1.0
68,530799,0,0,0,"['みぞ', 'ろ', '（', 'が', '）', 'いけ']",動物,0.16666666666666666,0.0
69,2032404,0,0,0,['ブレ'],最大水深,0.16666666666666666,0.0
70,196428,0,0,0,"['城址', '公園']",観光地,0.16666666666666666,0.5
71,172318,0,0,0,"['東経', '143', '度', '52', '分', '33', '秒']",幅,0.16666666666666666,0.2
72,3113847,0,0,0,"['忍', '城主', 'の', '阿部', '正', '允', 'により', '建て', 'られ', 'た']",成因,0.3333333333333333,0.4
73,569950,0,1,0,"['昭和', '29', '年']",形成時期,0.16666666666666666,0.6
74,183867,0,0,0,['中禅寺湖'],別名,0.16666666666666666,0.3
75,376231,0,0,0,"['北緯', '36', '度', '35', '分', '53', '秒']",島,0.16666666666666666,0.1
76,435939,0,1,1,['淡水'],水質（淡水・汽水）,0.16666666666666666,1.0
77,27167,0,1,0,['観光'],産業,0.5,0.7
78,54796,0,0,0,['ア'],国,0.16666666666666666,0.0
79,192531,0,0,0,['塩'],水質（淡水・汽水）,0.16666666666666666,0.5
80,3027103,0,0,0,"['本栖湖', 'と', '西湖', 'の', '湖水', 'が', '発電', '用']",所在地,0.16666666666666666,0.2
81,687963,0,1,1,"['火山', '湖']",種類,0.3333333333333333,0.8
82,881742,0,1,0,"['4', ',', '503', '▁', 'km', '²']",面積,0.16666666666666666,0.8
83,196428,0,0,0,"['平戸', '村']",湖岸の地域区分,0.16666666666666666,0.1
84,3249598,0,0,0,['マガモ'],別名,0.16666666666666666,0.0
85,2384665,0,0,0,['西原'],国,0.16666666666666666,0.0
86,512545,1,1,1,"['3', '.', '0', '▁', '▁', 'km']",周囲長,0.8333333333333334,1.0
87,3260984,0,1,0,"['カールーン', '湖']",別名,0.16666666666666666,0.6
88,376231,0,0,1,['観光'],産業,0.3333333333333333,0.5
89,2802797,0,1,1,['リオ・グランデ・デパルタメント'],湖岸の地域区分,0.16666666666666666,0.7
90,1014896,1,1,1,"['ノ', 'ハナショウブ']",植物,0.6666666666666666,0.9
91,3027103,0,0,0,"['北緯', '35', '.', '48861', '度']",島,0.16666666666666666,0.4
92,145876,0,0,0,"['天', '鏡', '湖']",動物,0.16666666666666666,0.1
93,143182,0,0,0,['木'],観光地,0.16666666666666666,0.0
94,1736120,1,1,1,"['あ', 'ざみぬま']",読み,0.8333333333333334,1.0
95,951230,0,1,0,['クルマエビ'],動物,0.5,0.7
96,1050701,0,0,0,['大池'],動物,0.16666666666666666,0.1
97,838764,0,1,1,['池沼'],種類,0.5,0.9
98,172318,0,0,0,['ヒメマス'],別名,0.16666666666666666,0.0
99,2384665,0,0,0,"['ヶ', '池', '県', '定', '公園']",公園,0.16666666666666666,0.2
100,97785,1,1,1,"['75', '▁', '▁', 'm']",水面標高,0.8333333333333334,1.0
101,2390786,0,1,0,"['親水', '公園']",公園,0.5,1.0
102,2978850,0,0,0,['560'],成因,0.16666666666666666,0.0
103,192615,0,1,1,"['48', '▁', 'km']",幅,0.5,1.0
104,2978850,0,1,0,"['アリゾナ', '州']",湖岸の地域区分,0.16666666666666666,0.7
105,2493111,0,1,1,"['埼玉', '県', '加須', '市', '旗井']",所在地,0.5,1.0
106,159245,0,0,0,"['西経', '87', '度']",幅,0.16666666666666666,0.2
107,881742,0,0,0,"['北極', 'イワナ']",別名,0.16666666666666666,0.0
108,54796,0,0,1,['アゼルバイジャン'],国,0.3333333333333333,0.4
109,3249598,1,1,1,['ハクチョウ'],動物,0.6666666666666666,1.0
110,1096642,0,1,0,['ハンノキ'],植物,0.3333333333333333,0.6
111,436539,0,0,0,"['北緯', '40', '度', '50', '分', '18', '秒']",島,0.16666666666666666,0.5
112,407959,0,1,0,['淡水'],水質（淡水・汽水）,0.16666666666666666,1.0
113,54796,0,0,0,['日本'],国,0.16666666666666666,0.0
114,2267968,0,0,0,"['20', '.', '6', '▁', 'm']",成因,0.16666666666666666,0.0
115,666576,0,0,0,"['20', 'px']",透明度,0.16666666666666666,0.4
116,3249598,0,1,0,"['水尻', '地区']",湖岸の地域区分,0.16666666666666666,1.0
117,530799,0,0,0,"['ろ', 'いけ', 'ば', 'た']",別名,0.16666666666666666,0.1
118,2802797,0,1,0,"['フエゴ', '島']",島,0.16666666666666666,0.8
119,312243,0,1,1,['Rognac'],湖岸の地域区分,0.3333333333333333,0.9
120,143182,0,0,0,['フナ'],別名,0.16666666666666666,0.0
121,1096642,0,1,1,"['調節', '池']",種類,0.5,0.9
122,141263,1,1,1,['カレイ'],動物,0.6666666666666666,0.8
123,54796,0,1,1,['ロシア'],国,0.5,0.8
124,1681249,0,1,1,['エダム・フォレンダム'],湖岸の地域区分,0.5,0.7
125,3249598,0,1,1,['ヒドリガモ'],動物,0.5,0.8
126,2378497,0,1,0,['湖'],種類,0.3333333333333333,0.8
127,470196,0,0,0,['御池'],別名,0.16666666666666666,0.0
128,183867,1,1,1,['カワマス'],動物,0.6666666666666666,0.9
129,666576,0,1,1,['ミシシッピアカミミガメ'],動物,0.5,0.8
130,1772665,0,0,0,"['S', '.', '▁', 'elg']",別名,0.16666666666666666,0.0
131,159245,0,0,0,['氷河'],透明度,0.16666666666666666,0.0
132,2978850,0,0,0,['Lake'],別名,0.16666666666666666,0.0
133,407959,0,1,0,"['この', '湖', 'を', 'Cocibolca', '湖', '又は', 'Dulce', '湖', '（', '「', '甘い', '海', '」', 'の', '意味', '）']",名前の謂れ,0.16666666666666666,0.7
134,134839,0,1,0,"['標津', '郡', '標津', '町']",湖岸の地域区分,0.16666666666666666,0.6
135,881742,0,0,0,['羊'],動物,0.5,0.4
136,2267968,0,0,0,['ハマグリ'],別名,0.16666666666666666,0.0
137,951230,0,1,0,['カワツルモ'],植物,0.3333333333333333,0.9
138,172318,0,1,1,['チミケップ川'],流入・流出河川,0.5,0.9
139,54796,0,0,0,['アストラハン'],国,0.16666666666666666,0.3
140,951230,0,0,0,['南西諸島'],島,0.16666666666666666,0.5
141,399336,0,0,0,"['南北', '1', '～', '1', '.', '5', 'キロメートル', 'の', '東西', 'に', '細長く', '広がる', '小さな', '湖']",成因,0.16666666666666666,0.2
142,97785,1,1,1,"['氷河', '湖']",成因,0.6666666666666666,0.9
143,141263,1,1,1,['ウグイ'],動物,0.6666666666666666,0.8
144,54796,0,0,0,['ダ'],国,0.16666666666666666,0.0
145,141263,0,1,0,"['里', '森林公園']",公園,0.16666666666666666,0.7
146,1681249,0,1,1,['ホールン'],湖岸の地域区分,0.5,0.8
147,183867,0,0,0,"['東経', '139', '.', '46222', '度']",幅,0.16666666666666666,0.2
148,2978850,1,1,1,"['サンフアン', '川']",流入・流出河川,0.8333333333333334,0.8
149,145876,0,1,0,['酸性'],水質（淡水・汽水）,0.16666666666666666,0.9
150,3260984,0,0,0,"['モエリス', '湖']",別名,0.16666666666666666,0.0
151,881742,0,0,0,"['642', '▁', 'km']",幅,0.16666666666666666,0.2
152,2388853,0,0,0,"['北緯', '33', '.', '75500', '度']",島,0.16666666666666666,0.3
153,2966274,0,0,0,"['東経', '138', '度', '16', '分', '5', '.', '82', '秒']",幅,0.16666666666666666,0.3
154,881742,0,0,0,['エステルイェートランド'],所在地,0.16666666666666666,0.4
155,196428,0,0,0,"['栄', '町']",湖岸の地域区分,0.16666666666666666,0.4
156,2978850,0,0,0,['貯'],成因,0.16666666666666666,0.1
157,134839,0,0,0,"['北緯', '43', '度', '18', '分', '0', '秒']",島,0.16666666666666666,0.2
158,666576,0,1,1,['コハクチョウ'],動物,0.5,0.9
159,141263,0,0,0,['ショウジョウバカマ'],別名,0.16666666666666666,0.0
160,435939,0,1,0,"['静岡', '県', '沼津', '市', '西浦江梨', '、']",所在地,0.16666666666666666,1.0
161,1014896,1,1,1,"['愛知', '県', '刈谷', '市', '井ヶ谷', '町', '小堤', '西', '1']",所在地,0.8333333333333334,1.0
162,3323513,0,1,0,['湖'],種類,0.16666666666666666,0.9
163,1250740,0,1,0,"['フランス語', 'で', '「', '千', 'の', '湖', '」', 'を', '意味', 'する']",名前の謂れ,0.3333333333333333,1.0
164,881742,0,1,0,['ビシングショ'],島,0.16666666666666666,1.0
165,1570369,1,1,1,['ケニア'],国,0.6666666666666666,1.0
166,2966274,0,0,0,"['平均', 'で', '4', 'メートル']",最大水深,0.16666666666666666,0.5
167,2378497,1,1,1,"['30', '▁', 'km', '²']",面積,0.6666666666666666,1.0
168,2978850,0,0,0,"['Lake', '▁', 'Powell']",動物,0.16666666666666666,0.1
169,54796,0,1,0,['ロシア'],国,0.3333333333333333,0.8
170,192615,0,0,0,"['Bukhtarma', '▁', 'dam']",動物,0.3333333333333333,0.1
171,687963,0,0,0,['メダカ'],別名,0.16666666666666666,0.0
172,1146256,1,1,1,['湖'],種類,0.6666666666666666,0.9
173,134839,0,0,0,"['浜中', '町']",湖岸の地域区分,0.16666666666666666,0.4
174,183867,0,1,0,['日光'],観光地,0.16666666666666666,0.9
175,2802797,0,1,1,"['10', 'km', '以下']",長さ,0.16666666666666666,0.9
176,1114951,0,1,0,['鵜飼'],産業,0.16666666666666666,0.8
177,2978850,1,1,1,"['サンフアン', '川']",流入・流出河川,0.8333333333333334,1.0
178,2159741,1,1,1,['中華人民共和国'],国,0.8333333333333334,1.0
179,951230,0,1,1,['ムナグロ'],動物,0.5,0.9
180,3550700,1,1,1,"['フォンデュラク', '川']",流入・流出河川,0.6666666666666666,0.8
181,2032404,0,1,0,"['トリニダード・トバゴ', '▁', 'トリニダード', '島', 'ラ', '・', 'ブレア']",所在地,0.16666666666666666,1.0
182,2978850,0,1,1,['カワカマス'],動物,0.5,0.7
183,1163585,1,0,0,"['鴻', '沼川']",流入・流出河川,0.6666666666666666,0.5
184,54796,0,0,0,['グルジア'],国,0.3333333333333333,0.3
185,143182,0,1,1,"['稲尾', '沢川']",流入・流出河川,0.5,1.0
186,2280167,0,0,0,"['138', '平方キロ']",面積,0.3333333333333333,0.5
187,1690143,0,0,0,"['228', '▁', 'm']",成因,0.16666666666666666,0.1
188,2392372,0,1,0,['小池'],種類,0.16666666666666666,0.8
189,486835,0,0,0,"['東経', '33', '度', '0', '分']",幅,0.16666666666666666,0.4
190,1570369,1,1,1,"['ペル', 'ケラ', '川']",流入・流出河川,0.8333333333333334,1.0
191,252336,1,1,1,['ヨシ'],植物,0.6666666666666666,0.9
192,1570369,0,1,1,"['Ol', '▁', 'Kokwe', '島']",島,0.3333333333333333,1.0
193,3550700,1,1,1,"['ファー', '島']",島,0.6666666666666666,0.7
194,2354120,0,1,0,"['北緯', '35', '.', '44917', '度']",島,0.16666666666666666,0.7
195,3550700,0,0,0,['スーター'],島,0.16666666666666666,0.0
196,881742,0,0,0,['ヴァドステナ'],島,0.16666666666666666,0.0
197,143182,0,1,0,"['長野', '県']",湖岸の地域区分,0.16666666666666666,0.9
198,1303518,1,1,1,['湖'],種類,0.8333333333333334,1.0
199,54796,0,0,0,['ウズボイ'],別名,0.16666666666666666,0.0
200,1146256,1,1,1,['フィンランド'],国,0.8333333333333334,1.0
201,2978850,0,1,1,"['スリー', '・', 'ルーフ', '遺跡']",観光地,0.5,0.9
202,1594389,1,1,1,"['長野', '県', '北安曇', '郡', '小谷', '村']",所在地,0.8333333333333334,1.0
203,2267968,0,0,0,"['1913', '年']",形成時期,0.16666666666666666,0.5
204,2388853,0,1,0,['昭和'],形成時期,0.16666666666666666,0.8
205,443223,1,1,1,"['アサハン', '川']",流入・流出河川,0.8333333333333334,0.9
206,312243,0,0,0,"['潟', '湖']",種類,0.16666666666666666,0.4
207,1050701,0,1,0,"['3', '.', '7', '[', '1', ']']",周囲長,0.16666666666666666,0.9
208,1463539,0,1,0,"['中世', 'に', '灌漑用', 'として', '造ら', 'れ', 'た']",成因,0.16666666666666666,0.8
209,3249598,0,0,0,"['東経', '134', '度', '5', '分', '38', '.', '30', '秒']",幅,0.16666666666666666,0.3
210,1463539,1,1,1,"['約', '13', 'ヘクタール']",面積,0.6666666666666666,1.0
211,3260984,0,1,1,"['カールーン', '湖']",構成する湖沼,0.16666666666666666,0.6
212,159245,0,0,0,"['北緯', '44', '度']",島,0.16666666666666666,0.2
213,344043,0,1,1,['上高地'],所在地,0.16666666666666666,0.8
214,27167,0,1,0,['漁業'],産業,0.3333333333333333,0.8
215,1154671,0,0,0,"['東経', '140', '度', '14', '分', '34', '秒']",幅,0.16666666666666666,0.2
216,951230,0,0,0,['ホソウミヒルモ'],動物,0.16666666666666666,0.3
217,143182,0,1,0,"['糸魚川', '静岡', '構造', '線', 'による', '地溝', '上', 'に', '出来', 'た']",成因,0.3333333333333333,0.8
